@id,POI,description,latitude,longitude,adresse postale,localité,code postale
https://data.datatourisme.fr/13/f22dfbdd-7006-30a9-b7ef-d334acc14bc1,Les Grelets,"['Maison de campagne de plain pied. Entrée indépendante. Calme, lumineuse, très agréable à vivre. Cuisine aménagée. Jardin clos. Salon de jardin et barbecue. Forêt de Marcenat et du Golf de Briailles. Natural Wake Park à 10 mn. Voie verte à 7 km (Billy)']",46.264088,3.353869,31 Route de la Forêt,Loriges,03500
https://data.datatourisme.fr/13/f2380f6c-4974-3f51-bcde-68c757dd6910,Le Kiosque à Pizzas - St Jean de Bournay,"['Notre pâte à pizza est fine et « crousti-moelleuse"". Réalisée avec un blé Français, garanti sans OGM. Nos pizzas artisanales sont élaborées à partir de produits de qualité.']",45.498604,5.137415,"62 Route de Lyon, Parking station lavage KARCHER",Saint-Jean-de-Bournay,38440
https://data.datatourisme.fr/13/f23b179b-bf60-3089-829f-a38203dc4c55,Les Touristes,"['En plein centre du village, face à la rivière, à 30m de la plage, terrasse ombragée, animations musicales en été.']",44.301462,4.566579,Place du Sablas,Saint-Martin-d'Ardèche,07700
https://data.datatourisme.fr/13/f23b94b1-9bec-33a1-b2c9-b845d6c7bf92,Camping Municipal,"['A 300 m du centre ville, avec sur place : pétanque, terrains de jeux (terrain multisports, aire de jeux pour les enfants) en accès libre, piscine de plein air chauffée (ouverte en juillet et août, accès payant) et 4 courts de tennis (accès payant).']",45.327411,3.848351,Route du stade,Craponne-sur-Arzon,43500
https://data.datatourisme.fr/13/f23d448f-0932-3916-b898-01000d460a8d,Musée du Chablais,"[""Le Musée du Chablais au Château de Sonnaz, demeure historique, bénéficie d'un panorama exceptionnel sur le Léman et le Jura. Il accueille une exposition permanente sur l'histoire du Chablais ainsi qu'une exposition temporaire renouvelée chaque année.""]",46.373532,6.478407,"2 rue Michaud, Château de Sonnaz",Thonon-les-Bains,74200
https://data.datatourisme.fr/13/f240b44c-29c2-3c64-a8e9-5314c9830524,Café Resto L'Entrepôt,"[""Situé dans la zone artisanale de Montélimar, non loin de la Nationale 7, L'Entrepôt Café Resto propose une cuisine au goût du jour, préparée à partir de produits frais et servie à toute heure de 8 heures à 15h30.""]",44.576614,4.743721,"23 avenue du Meyrol, Parc d'activités",Montélimar,26200
https://data.datatourisme.fr/13/f244bef9-2b37-3acd-b06f-98f07ef49708,T'Jabb pizza,"['Pizzas, paninis, sandwichs et burgers.']",45.49737,4.166629,"13, rue de la Libération",Saint-Marcellin-en-Forez,42680
https://data.datatourisme.fr/13/f24bfb41-8873-3b40-a958-b43664329abd,L'Atelier Fika,"['Fred vous propose des pizzas à emporter et des pâtisseries sur commande pour vos événements. Passionné des métiers de bouche, Fred vous proposera des mets de qualités fabriqués avec un maximum de produits locaux.']",45.817066,3.76453,21 rue de la gare,Noirétable,42440
https://data.datatourisme.fr/13/f251926e-133c-3d0d-8620-2a7d579b6437,Boulangerie Jaco'Pain,"['Boulangerie 100% bio. Pain bio au levain cuit dans un four à bois, viennoiseries, pognes, Saint-Genix. Produits salés et sucrés. Épicerie et produits régionaux bio sur place.']",45.048459,5.295112,140 route du Vercors,Saint-Thomas-en-Royans,26190
https://data.datatourisme.fr/13/f251ce45-42e7-3eaf-8d50-d971b8a36cd0,Discothèque le Méli Mélo,['La nuit ne pouvait rêver de plus belle ambiance. \r\nLe lieu convivial et festif sera le temple incontesté des plus belles soirées de la région.'],45.556788,4.224093,1 route de Sury,Saint-Cyprien,42160
https://data.datatourisme.fr/13/f25211e4-24cb-3883-ba94-6df343ca82ca,"Restaurant ""Le Pavillon""",['Diverses formules adaptées à votre budget et à vos envies.'],46.098376,4.359764,"19 ROUTE DE COURS, LE COL DU PAVILLON",Cours,69470
https://data.datatourisme.fr/13/f2522dcf-75f0-3952-b0ed-ed53c3e90510,Bibliothèque Militaire de Lyon,"[""Bibliothèque du Cercle de Garnison de Lyon, la plus grande bibliothèque militaire de la région Terre Sud Est, plus de 50 000 livres anciens et modernes. Ouverte à tous, l'accès à ce bâtiment est totalement libre.""]",45.743855,4.830001,"1er étage du Bâtiment Bellecour du Cercle Mess, 22 avenue Leclerc, Quartier Général Frère",Lyon 7e Arrondissement,69007
https://data.datatourisme.fr/13/f25421f7-6fce-3611-bf27-d9a62eeec492,Le Bar à Thym,"['Nathalie et Christian, originaires d’Alsace, vous accueillent chaleureusement\nau fil des saisons à l’Auberge du Bar à Thym à Minzier aux portes des Alpes.']",46.046608,5.981285,Le Pont Fornant,Minzier,74270
https://data.datatourisme.fr/13/f254f482-954d-3b56-aab9-c6c1539b62b4,Eglise Saint-Nicolas,"[""L'église Saint Nicolas est située sur un plateau formé par une coulée fluide de basalte (visible à l'entrée nord du pays, au lieu-dit « La Levade »).""]",45.393547,2.880605,Le Bourg,Espinchal,63850
https://data.datatourisme.fr/13/f257154e-443f-355e-8a0c-745b79d73410,Bar le Viennois,['Bar-brasserie de type traditionnel.'],45.77439,3.081714,3 Rue Barrière de Jaude,Clermont-Ferrand,63000
https://data.datatourisme.fr/13/f2574501-8bf2-3f00-9d1f-198e2552191f,Le Poncinois,['Restaurant proposant une cuisine traditionnelle avec produits frais et réalisé le jour-même'],46.082468,5.408168,Avenue de la 1ère Armée Française,Poncin,01450
https://data.datatourisme.fr/13/f2588dd5-4957-3239-a6e3-e878de59867d,Hôtel Inn,"[""L'hôtel Inn situé à Moûtiers, bénéficie d'une situation idéale et au calme. Au delà de son côté agréable et accueillant, cet hôtel propose aussi des spécialités régionales très appréciées et un buffet copieux et varié pour le petit-déjeuner.""]",45.480958,6.530517,"197, Rue des Grillons",Moûtiers,73600
https://data.datatourisme.fr/13/f2599515-c911-36ce-b8a0-ba3c22fe0ff8,Country Saloon,"[""Lieu incontournable des motards, ce relais motos ouvert à tous, imaginé comme un saloon, est situé au milieu de la forêt. Ouvert toute l'anné pour faire une pause ou bien se restaurer autour du snack ou Steakhouse à toute heure.""]",45.316542,3.632213,David,Cistrières,43160
https://data.datatourisme.fr/13/f263ecfa-dfc6-3ddb-b4c8-197cbdb4fb5f,Auberge du Revermont,"['Monsieur Provillard  propriétaire et chef de cuisine, vous accueille dans son restaurant ""Auberge Le Revermont"" à Meillonnas dans le département de l\'Ain.']",46.245743,5.351305,5 place de la Mairie,Meillonnas,01370
https://data.datatourisme.fr/13/f268d346-5966-3c1d-87f9-546467440d85,Villa Sestier,"[""Appelée parfois Château Sestier, inscrite à l'inventaire supplémentaire des monuments historiques en juin 2012 , est un édifice Art Nouveau remarquable  particulièrement rare dans la région. Elle surprend les personnes qui la voient pour la première fois.""]",44.603492,4.820648,"102 route de Crest, Villa Sestier",Sauzet,26740
https://data.datatourisme.fr/13/f26c2150-8376-3793-9fe9-fac479f8d747,Gîte d'étape d'Aurouses,"[""Situé en périphérie de la ville, au rez de chaussée d'une maison individuelle, entourée de verdure avec en toile de fond les montagnes du Diois, studio nouvellement rénové et aménagé de façon optimum pour l'espace et le confort. A partir de 1 personne.""]",44.766472,5.368922,630 Chemin de Piscigne,Die,26150
https://data.datatourisme.fr/13/f26c6791-a328-3c25-9922-9263becba63a,Le Poste,"['Le restaurant Le Poste  vous accueille sur un site ensoleillé et calme. Vous pouvez y accéder en ski, en raquettes, et même à pied.\r\nNouveau cette année :le poste vous accueillera sur un coin de la terrasse avec son snack et ses produits frais']",45.542039,6.721661,"Plan Bois 1800m, Restaurant d'altitude",La Plagne Tarentaise,73210
https://data.datatourisme.fr/13/f271f475-ee20-3d75-abcb-e4bcef4c9c26,Chambre d'hôtes Le Cocon d'Estivareilles,"[""Logement complet au rez-de-chaussée d'une maison avec entrée indépendante et magnifique vue sur la vallée du Cher, piscine et spa.""]",46.425181,2.62058,19 rue du fer à cheval,Estivareilles,03190
https://data.datatourisme.fr/13/f274fa00-6098-3c9a-8fca-0671b06b176f,Au fil de Leyne,"[""L'idéal entre le nord et le sud, à seulement 3 kms de la sortie d'autoroute n°17 et 10 kms de Montélimar. Une étape reposante avec ou sans table d'hôtes.""]",44.647055,4.780948,10 rue Royale,La Coucourde,26740
https://data.datatourisme.fr/13/f276c578-6963-3ea3-ad70-ad94a9053ff3,Médiathèque du Percy,['Bibliothèque intercommunale à Le Percy\r\ncatalogue en ligne : http://80.14.144.118/'],44.801887,5.647435,Le Village,Le Percy,38930
https://data.datatourisme.fr/13/f277487a-ed0b-326c-8362-8fca55c272b0,Grand gîte au Château de Bussolles,"[""Notre grand gîte a une vue formidable sur le château et la campagne avec d'adorables vaches Charolais. Le grand gîte est situé au 1er étage (accès par un escalier extérieur).""]",46.262669,3.67895,"Château, Route de Bussolles 53-55",Barrais-Bussolles,03120
https://data.datatourisme.fr/13/f2811719-d72d-3f9b-85a0-510ccf5180e9,Résidence Hôtelière Bellecôte,['Le pays Savoyard vu du côté de la Résidence Hôtelière Bellecôte !'],45.559891,6.734732,"1 Rue de la glisse, Montchavin",La Plagne Tarentaise,73210
https://data.datatourisme.fr/13/f282b7d2-a48f-3520-95b6-14dda84efc07,Le Marius,"[""Le Restaurant le Marius est ouvert pendant la saison estivale pour vos repas ou une pause gourmande l'après-midi. A la carte, une cuisine simple et locale avec des produits auvergnats.""]",45.665968,2.982024,13 boulevard du Lac,Aydat,63970
https://data.datatourisme.fr/13/f288bc0d-d27b-3c4b-8aaf-c27115a2071a,Hôtel Restaurant Baud,"['À quelques minutes d’Annemasse, l’Hôtel-Restaurant Baud est l’une des grandes tables gastronomiques de la région. La visite en vaut le détour, chaque assiette est une œuvre d’art composée par le chef Michel Verdu']",46.168006,6.319585,181 avenue du Léman,Bonne,74380
https://data.datatourisme.fr/13/f289d071-ae2d-3bb2-9c79-363a185376da,Hôtel Lyon-Ouest,"['Le charme des berges de Saône... Quiétude, accueil chaleureux, service attentionné. Vous êtes à l’Hôtel Lyon-Ouest : une offre idéale pour vos séjours d’affaires ou de loisirs !']",45.788158,4.815081,50 quai Professeur Paul Sédallian,Lyon 9e Arrondissement,69009
https://data.datatourisme.fr/13/f28c00fa-9db1-37c6-b688-75ff19b6b913,Plage du Champ de l'eau,"[""Naturelle, et aménagée, la plage du Champ de l'eau est une plage idéale pour se baigner ou se reposer. Venez donc découvrir l'aspect naturelle du Chablais et du lac Léman. Profitez de cet instant paisible en compagnie de la faune et de la flore locale""]",46.363278,6.441636,Rue de la plage,Anthy-sur-Léman,74200
https://data.datatourisme.fr/13/f28efb6b-68c2-31ac-afdb-1f6ceeed3f05,Mercure Lyon La Part-Dieu,"[""Hôtel moderne et accueillant, le Mercure Lyon La Part-Dieu se situe au centre du quartier d'affaires de Lyon et à deux pas du cœur historique de la ville.""]",45.760433,4.861741,50 rue de la Villette,Lyon 3e Arrondissement,69003
https://data.datatourisme.fr/13/f297921c-7d40-30ec-b614-39a44ca6fca3,Restaurant Chalet Mounier,"[""Cuisine semi gastro et traditionnelle, le tout préparé par l'équipe du restaurant gastronomique de l'hôtel.""]",45.003651,6.120929,"2 rue de la Chapelle, Hôtel Chalet Mounier",Les Deux Alpes,38860
https://data.datatourisme.fr/13/f298bfd2-6f20-341b-9a21-5000780c7494,Eglise de la Séauve-sur-Semène,"[""L'intérêt esthétique de l'église réside essentiellement dans son orgue du XIXè siècle, dans ses vitraux de Borie de 1932 et dans 3 grands tableaux ayant pour thème la vie de Sainte-Marguerite.""]",45.295166,4.249477,11 av. Marie-Louise Colombet,La Séauve-sur-Semène,43140
https://data.datatourisme.fr/13/f29b1902-f12e-3c40-b6f6-da3250e6fe28,Le Canal des Moulins,"['L’histoire du Canal permet de comprendre celle de Chabeuil. Le Canal a façonné la ville, tant dans son parcellaire que dans son bâti, dans la production de richesses (moulinage, papèteries, travail du cuir, etc…).']",44.904078,5.026317,6 l'Orée du Bourg,Chabeuil,26120
https://data.datatourisme.fr/13/f29b9e7e-01bf-35d0-802e-969b50992d30,Restaurant le Manziaty,"['Bar restaurant de village, cadre convivial, pizza à pâte très fine']",46.359487,4.906726,1213 Grand'route,Manziat,01570
https://data.datatourisme.fr/13/f2a113ac-4517-35b5-a45f-9d2ed82a63a2,Restaurant La Tablée,"['Dans un cadre typique de chalet rustique, venez découvrir notre cuisine raffinée ainsi que nos spécialités savoyardes .\nTerrasse ensoleillée avec vue Mont Blanc']",45.920408,6.867871,"75 Av de l'Aiguille du Midi, Chamonix Centre",Chamonix-Mont-Blanc,74400
https://data.datatourisme.fr/13/f2a26bc8-380a-3c41-9ec2-0d22165948ec,Domaine de la Jeanne,"[""Le Domaine de la Jeanne est un village de gîtes 3* avec restaurant ou table d'hôtes, piscine chauffée, situé sur 2 hectares au milieu des vignes, oliviers, des jardins arborés en terrasse, au calme face aux Cévennes et situé à 2 kms du centre des Vans.""]",44.412535,4.11291,"343 Chemin de la Jeanne, village de gites Le Domaine de la Jeanne",Les Vans,07140
https://data.datatourisme.fr/13/f2a79db2-e241-3640-98d2-d855ff3cd2af,Le Plaisir en équilibre,['Nous vous accueillons avec ou sans réservation pour vos repas d´affaire ou pour une pause déjeuner au calme. Des menus et plats à l´ardoise changeants plusieurs fois par semaine. Plats à emporter tous les midis tous les jours.'],45.286684,4.160597,27 F rue du Pêcher,Monistrol-sur-Loire,43120
https://data.datatourisme.fr/13/f2aeb833-b0dc-3e46-a918-4369f129f4ea,Ren Emma,"['Envie de déguster des plats aux saveurs fusionnées de Haute-Savoie et de la Réunion ? Testez la cuisine de René qui vous propose des plats créoles, sur place ou à emporter: carry de poulet, rougail saucisse, samoussa, poulet massalé...']",45.747172,6.297093,5 route d'Albertville,Faverges-Seythenex,74210
https://data.datatourisme.fr/13/f2b0d1ba-d8a0-394d-a4c9-61bde4ed5965,Gîte Le Combalou,"[""Ressourcez-vous en pleine nature. Un lieu idéal pour se retrouver en famille ou entre amis dans un lieu reposant. Notre gîte entièrement rénové vous accueille jusqu'à 24 personnes en couchage et jusqu'à 50 personnes dans notre grande salle de 74m².""]",45.221966,4.454946,Les Sétoux - 115 Chemin de St Jacques,Riotord,43220
https://data.datatourisme.fr/13/f2b1e08a-a75f-3f0f-828d-0228b1cfd0c1,Chambres d'hôtes La Champvallière,"['Une chambre chaleureuse et confortable, avec salle de bain privative et toilettes séparés, vous attend au 1er étage de notre maison avec une entrée indépendante.\r\nHébergement qualifié ""Rando Allier"".']",46.5082,2.578703,"5 chemin de la font St Martin, Champvallier",Nassigny,03190
https://data.datatourisme.fr/13/f2b3cbfc-0b11-316a-a0d3-b0bd2171da03,Madame Vacances - Résidence Les Chalets du Berger,"['La résidence est composée de 40 chalets traditionnels en bois à 100 m des pistes de ski alpin et de fond, itinéraires VTT, équestres et pédestres et à proximité des commerces. Espace bien-être avec piscine couverte chauffée et sauna, Wifi, billard.']",45.64819,5.982268,"Les Deserts, RD 913 B",Les Déserts,73230
https://data.datatourisme.fr/13/f2b5337a-076c-3be3-8cd0-9fdcfc651601,Camping Castanhada,"['Le camping convivial où familles et amis se créent des souvenirs! Idéalement situé en Ardèche méridionale au pays des cigales, vous séjournerez dans le camping le plus proche du centre ville de ""Les Vans"" (3ème commune touristique de la belle Ardèche).']",44.41318,4.138997,125 chemin des Châtaigniers,Chambonas,07140
https://data.datatourisme.fr/13/f2b691dd-8bf1-3836-bf81-ef727acd3b45,Appart'hôtel Le Pilatus,"[""L'hôtel est situé à 2016 m à proximité de l'altiport de Courchevel sur la piste de Pralong. D'un accès facile par la route, les appartements rénovés récemment  dans un style autrichien chaud et feutré, sont les plus hauts de la station, skis aux pieds.""]",45.395534,6.633574,"3031 route de l'altiport, Courchevel 1850",Courchevel,73120
https://data.datatourisme.fr/13/f2bb3fde-1fe4-3e32-91cc-cfa3a66c4124,Restaurant d'application du château de la Barge,"['Découvrez des plats colorés et raffinés, cuisinés avec passion. Terrasse ombragée et au calme.']",45.746399,4.690883,5 avenue Lucien Blanc,Grézieu-la-Varenne,69290
https://data.datatourisme.fr/13/f2be360f-6f6e-3c20-9816-31c91229ae77,Episens,"['Episens, Resto Café, ouvert la journée en continu\r\n \r\nBio, local et fait maison. Tous les produits sont choisis avec soin et cuisinés avec amour ! :)\r\nPlat unique, varié et équilibré, différent tous les jours, sur place ou à emporter\r\nDesserts et boissons']",44.522662,5.065912,17 rue des Reymonds,Dieulefit,26220
https://data.datatourisme.fr/13/f2be7e96-12c5-3bdc-ab2d-358bf8824c9d,Restaurant Le Citron pressé,"[""Grand restaurant style brasserie, lumineux, moderne, agréable pour un repas d'affaires, un déjeuner rapide ou un plaisir entre amis. Cuisine maison colorée, d'ici et d'ailleurs. Formules du jour, carte. Ouvert le midi en semaine. Evènements sur demande.""]",44.524387,4.740206,"3 rue Maurice Sibille, ZAC Portes de Provence",Montélimar,26200
https://data.datatourisme.fr/13/f2bf3436-344d-3ff4-bc6d-8e4123b3ab7f,Bibliothèque intercommunale,"['La bibliothèque intercommunale de Châtonnay vous accueille le mardi, le mercredi et le samedi. Plus de 10 000 ouvrages sont accessibles et vous trouverez un large choix de collections.']",45.502471,5.137489,7 Place de la liberté,Châtonnay,38440
https://data.datatourisme.fr/13/f2c0edaa-44b3-3c65-b8f7-de0683417e64,Collégiale Notre-Dame des Marais,"['La collégiale Notre Dame des Marais fut construite dans les marais du Morgon (rivière traversant la ville) où des bergers auraient découvert, selon une légende, une statue de la Vierge.']",45.988859,4.718757,Rue Nationale,Villefranche-sur-Saône,69400
https://data.datatourisme.fr/13/f2c860e3-60ee-301d-a020-75713905c831,Le Cygne,"[""« L’humain, le partage, le savoir-faire, la qualité ».\r\nNous tenons à être des artisans dans l'air du temps : des recettes classiques ou originales à base de produits locaux, des offres variées pour le plaisir des grands et des petits.""]",46.307208,3.292648,6-8 quai de la Ronde. En zone : 10-12 Avenue Georges Pompidou,Saint-Pourçain-sur-Sioule,03500
https://data.datatourisme.fr/13/f2c8e557-315a-361f-8909-201c4e6da096,Domaine de Duby,,45.272734,4.43455,Duby,Riotord,43220
https://data.datatourisme.fr/13/f2c96acf-ddcc-31d5-ac7f-ebef45692dc3,Les caves du Léman,['Cavisite à Veigy-Foncenex proposant une sélection de vins en direct des viticulteurs (Toutes nos régions Françaises y sont représentées) pour garanti qualité et plaisir. 250 références en vins et spiritueux présentes au magasin et également sur commande.'],46.27241,6.258748,344 Route du Chablais,Veigy-Foncenex,74140
https://data.datatourisme.fr/13/f2ca76e5-fc62-3c82-9811-161400488e3f,La Brasserie du Casino,"[""Découvrez le tout nouvel espace bar/brasserie de casino, dans un décor stylé et contemporain ! Pour les gourmands, nous proposons un service de restauration rapide non stop, aux heures d'ouverture du casino.""]",45.072565,5.552009,Place Mure-Ravaud,Villard-de-Lans,38250
https://data.datatourisme.fr/13/f2cb8748-603a-3c4f-a9f4-a41410df31cf,Parc Louis Bignon,"['Accès libre. Le parc municipal Louis Bignon, parc naturel et sauvage, est situé sur la rive gauche de la rivière ""Aumance"". Il est en parti traversé par le jeu ""Pépit\'"", chasse au trésor interactive pour toute la famille!']",46.506482,2.710303,Quai de l'Aumance,Hérisson,03190
https://data.datatourisme.fr/13/f2cc4bf4-7ea0-349e-bcf6-4e114641773a,Le Terminus,"['Dégustez le meilleur couscous d’Oyonnax au Terminus, sur place ou à emporter, cuisiné dans la tradition familiale depuis 1977. La carte est enrichie de plats  français traditionnels (grillades....)']",46.258962,5.653496,"(Face à la gare), 6 place Vaillant Couturier",Oyonnax,01100
https://data.datatourisme.fr/13/f2ce9e3c-44e7-3b34-997d-a21b9e5943b3,Gîte de groupe Le Domaine du Grenouillet,"['Au pied du Vercors à Châteaudouble dans la Drôme, le Domaine du Grenouillet vous accueille dans une belle et grande bâtisse rénovée pour tous vos événements : mariage, fête de famille, cousinade…']",44.906087,5.072757,"295 route de Grenouillet, Quartier Les Bérards",Châteaudouble,26120
https://data.datatourisme.fr/13/f2d15d77-569c-3203-a3ab-dfc07bbe39ca,Pont suspendu de Saint-Projet,"['Dans la haute-vallée de la Dordogne, le pont suspendu de Saint-Projet enjambe la rivière Dordogne en une seule travée de 195 mètres de portée.']",45.287062,2.279772,Route de Neuvic,Arches,15200
https://data.datatourisme.fr/13/f2d24b64-0459-3113-9467-a63e64fb341e,Hôtel Les Bruyères,['Hôtel 3* (22 chambres).'],46.183128,6.699536,205 TAILLE MAS CHAMPS PLAGNE,Morzine,74110
https://data.datatourisme.fr/13/f2dc5678-246d-32fa-ab0d-7c744c648ed3,Résidence Le Clos Vanoise,"['Résidence 3 étoiles, ensoleillée, idéalement située au départ des pistes de ski de fond, des pistes piétonnes et des sentiers de randonnée, dans un environnement dégagé et à proximité des commerces.']",45.323295,7.000936,Rue Saint Etienne,Bessans,73480
https://data.datatourisme.fr/13/f2de6b68-adac-305a-aad8-800577de0d44,La Maison Jacobins,['Restaurant bistronomique\nBar Festif / événement musicaux\nglacier \nVins\nCocktails\nBières\nÉvénements privés'],46.203621,5.226602,3 et 4 place Edgar Quinet,Bourg-en-Bresse,01000
https://data.datatourisme.fr/13/f2e0dc70-ecd5-3382-b928-3fb521b21561,Brasserie L'Entrepotes,"['Brasserie familiale avec décoration inspirée des rallyes automobiles, restauration traditionnelle et snack. Produits frais, plats maisons et desserts élaborés par un pâtissier. Réservation conseillée pour les groupes.']",45.54673,3.249599,9 place du Chancelier,Issoire,63500
https://data.datatourisme.fr/13/f2e31089-56fe-3b07-b84d-6d353cd55a30,Eglise réformée de France,['Eglise réformée de France.'],46.368199,6.475015,23 boulevard Général Dessaix,Thonon-les-Bains,74200
https://data.datatourisme.fr/13/f2e5f6f0-caaa-34cb-9161-d5cd753cf57f,La Loge aux Vignes,"['Le Restaurant ""La Loge Aux Vignes"", est situé à Marcoux au cœur du vignoble Forézien. Venez déjeuner et dîner dans une ambiance familiale, conviviale et chaleureuse.']",45.711041,4.012926,256 Route du bourg,Marcoux,42130
https://data.datatourisme.fr/13/f2e66300-b2c9-3a24-9b32-fc402f2bbb47,Base de loisirs aquatique Eyrium,"[""La base aquatique Eyrium de 1600 m² vous accueille au cœur de la Vallée de l'Eyrieux, proche du Cheylard. Piscine, toboggans, jeux pour enfants, pataugeoire, coin pique-nique, bar et jeux de boules... Il y en a pour tous les goûts !""]",44.91174,4.464725,"Au bord du Lac des Collanges, Nonières",Belsentes,07160
https://data.datatourisme.fr/13/f2e70259-a7ac-345a-92d4-fcbf4307a064,Ardelaine - Site de visite,"['Découvrez les secrets de la laine ! Dans un écrin de verdure au bord d’une rivière, en famille ou entre amis, prenez le temps d’une escapade au cœur de la laine ! Visites guidées, ateliers créatifs, café-librairie, restaurant locavore, boutique laine.']",44.814115,4.485941,"363 A route de Tauzuc, Puausson",Saint-Pierreville,07190
